0.vasp,-1.7161
1.vasp,-1.7055
2.vasp,-1.7220
3.vasp,-1.7617
4.vasp,-1.8496
5.vasp,-1.8946
6.vasp,-1.8995
7.vasp,-1.9736
8.vasp,-2.1005
9.vasp,-2.2492
11.vasp,-1.6929
10.vasp,-1.8711
12.vasp,-2.1711
13.vasp,-2.2798
14.vasp,-2.4113
15.vasp,-1.6667
16.vasp,-1.7527
17.vasp,-1.6950
18.vasp,-1.9174
19.vasp,-2.0977
20.vasp,-1.6666
21.vasp,-1.8802
22.vasp,-2.0027
23.vasp,-2.0201
24.vasp,-2.2004
25.vasp,0.0847
26.vasp,-0.1418
27.vasp,-0.2497
28.vasp,-0.3506
29.vasp,-0.5077
30.vasp,-0.0559
31.vasp,-0.1940
32.vasp,-0.3083
33.vasp,-0.3913
34.vasp,-0.5521
35.vasp,-2.6896
36.vasp,-2.7609
37.vasp,-2.8032
38.vasp,-2.9321
39.vasp,-3.1088
40.vasp,-2.8208
41.vasp,-2.9945
42.vasp,-3.0510
43.vasp,-2.9566
44.vasp,-3.1307
45.vasp,-1.3838
46.vasp,-1.5799
47.vasp,-1.7895
48.vasp,-1.8346
49.vasp,-1.8934
51.vasp,-1.5768
50.vasp,-1.7553
52.vasp,-1.9104
53.vasp,-1.9538
54.vasp,-2.0428
55.vasp,-4.7170
56.vasp,-4.7815
57.vasp,-5.1420
58.vasp,-5.2183
59.vasp,-5.3573
60.vasp,-4.8717
61.vasp,-5.0398
62.vasp,-5.1931
63.vasp,-5.3215
64.vasp,-5.3600
65.vasp,-3.2381
66.vasp,-3.3432
67.vasp,-3.4750
68.vasp,-3.5925
69.vasp,-3.6941
70.vasp,-3.7165
71.vasp,-3.7498
72.vasp,-3.7887
73.vasp,-3.6694
74.vasp,-3.8174
75.vasp,-2.1626
76.vasp,-2.1025
77.vasp,-2.1533
78.vasp,-2.3610
79.vasp,-2.6182
80.vasp,-1.9210
81.vasp,-2.1269
82.vasp,-2.3400
83.vasp,-2.4708
84.vasp,-2.6816
85.vasp,-2.2690
86.vasp,-2.3424
87.vasp,-2.4572
88.vasp,-2.5054
89.vasp,-2.6591
91.vasp,-1.9695
90.vasp,-2.3002
92.vasp,-2.6275
93.vasp,-2.7037
94.vasp,-2.8137
95.vasp,-0.6833
96.vasp,-0.8184
97.vasp,-1.1069
98.vasp,-1.2608
99.vasp,-1.4264
101.vasp,-0.6930
100.vasp,-0.9185
102.vasp,-1.2672
103.vasp,-1.4230
104.vasp,-1.5372
106.vasp,-3.9702
105.vasp,-4.2375
107.vasp,-4.3939
108.vasp,-4.5352
109.vasp,-4.6078
110.vasp,-3.9434
111.vasp,-4.1956
112.vasp,-4.3927
113.vasp,-4.5608
114.vasp,-4.6067
115.vasp,-7.6588
116.vasp,-7.6961
117.vasp,-7.7419
118.vasp,-7.7916
119.vasp,-7.8860
