0.vasp,0.009648801354130043
1.vasp,-0.011262662395399303
2.vasp,-0.019504116133687077
3.vasp,-0.02169431132266908
4.vasp,-0.02099698994364907
5.vasp,-0.01900341631621849
6.vasp,-0.016546690429462885
7.vasp,-0.014071223841852998
8.vasp,-0.011808887288969672
9.vasp,-0.009868184094557364
10.vasp,-0.00828307671978834
11.vasp,-0.007042355990334315
12.vasp,-0.006108943566285774
13.vasp,-0.0054332950550861625
14.vasp,-0.004962745968544624
15.vasp,-0.004647693677322096
16.vasp,0.017577804614726727
17.vasp,-0.015599672530515344
18.vasp,-0.027759234755688905
19.vasp,-0.03245593687707545
20.vasp,-0.03367728859595568
21.vasp,-0.033050397183965075
22.vasp,-0.03138522701336418
23.vasp,-0.02914375490111117
24.vasp,-0.026615506558337998
25.vasp,-0.023993137229097645
26.vasp,-0.02140863545712494
27.vasp,-0.018952376151977646
28.vasp,-0.016684171893855293
29.vasp,-0.01464040864642513
30.vasp,-0.012839186455638677
31.vasp,-0.011284384528072048
32.vasp,-0.009969081325317338
33.vasp,-0.008878515914525783
34.vasp,-0.007992657257707
35.vasp,-0.007288395610029734
36.vasp,-0.006741354321898522
37.vasp,0.00853688043963056
38.vasp,-0.0031334495833495644
39.vasp,-0.008949177445336076
40.vasp,-0.011474723922199578
41.vasp,-0.012180164316854203
42.vasp,-0.011914365554464013
43.vasp,-0.011167550322540501
44.vasp,-0.010220316554822991
45.vasp,-0.009229810685192538
46.vasp,-0.008280316296606452
47.vasp,-0.007413295787905838
48.vasp,-0.006645369325262607
49.vasp,-0.005979114153087532
50.vasp,-0.005409544000364974
51.vasp,-0.004927968670812059
52.vasp,-0.004524257384347881
53.vasp,-0.004188128526523727
54.vasp,-0.003909847597890111
55.vasp,-0.0036805687274175844
56.vasp,-0.0034924652129024736
57.vasp,0.02078116732242208
58.vasp,-0.002650382072497237
59.vasp,-0.015145919930809862
60.vasp,-0.021309569213067075
61.vasp,-0.023767917231721114
62.vasp,-0.024069474042499667
63.vasp,-0.023148090213460055
64.vasp,-0.021574598752952905
65.vasp,-0.01969947441186548
66.vasp,-0.01773662983076581
67.vasp,-0.015814094454304
68.vasp,-0.014005404428269586
69.vasp,-0.012349421443052696
70.vasp,-0.010863034036400284
71.vasp,-0.00954938678532713
72.vasp,-0.008403249059285281
73.vasp,-0.007414527117441357
74.vasp,-0.006570556841235605
75.vasp,-0.005857588482926464
76.vasp,-0.005261732783037469
77.vasp,-0.00476954694099696
78.vasp,-0.004368379878580224
79.vasp,-0.004046557343500012
80.vasp,-0.0037934614766736985
81.vasp,0.004885336666098065
82.vasp,-0.005668038220970691
83.vasp,-0.01039376182725249
84.vasp,-0.012036948643646165
85.vasp,-0.012098349913766645
86.vasp,-0.011401641519852864
87.vasp,-0.01039562030605031
88.vasp,-0.009319264483198234
89.vasp,-0.00829369290126595
90.vasp,-0.007374157032290422
91.vasp,-0.0065797161670004085
92.vasp,-0.005910238298993065
93.vasp,-0.005356109534829419
94.vasp,-0.0049037122518272485
95.vasp,-0.004538437956308409
96.vasp,-0.0042462658186141295
97.vasp,-0.004014513700937528
98.vasp,-0.0038321203995555684
99.vasp,0.019446662927297353
100.vasp,-0.006985455666969287
101.vasp,-0.020087059806143042
102.vasp,-0.02589127617379224
103.vasp,-0.02764622367406429
104.vasp,-0.027175621333310456
105.vasp,-0.025532132825193326
106.vasp,-0.02333251242944634
107.vasp,-0.020938866603229894
108.vasp,-0.01856096172806983
109.vasp,-0.016315987895611173
110.vasp,-0.01426444016063814
111.vasp,-0.012432125333901922
112.vasp,-0.010823873934471115
113.vasp,-0.009432173563587535
114.vasp,-0.008242631733919481
115.vasp,-0.007237428443588101
116.vasp,-0.006397479182246831
117.vasp,-0.005703764121154957
118.vasp,-0.005138116048014396
119.vasp,-0.004683657145688969
120.vasp,-0.004325009300960285
121.vasp,0.00674072675941062
122.vasp,-0.004280327197627424
123.vasp,-0.009151297082456841
124.vasp,-0.010893785036754386
125.vasp,-0.011070733763383226
126.vasp,-0.010502376258996785
127.vasp,-0.009620679849155303
128.vasp,-0.008650655486559819
129.vasp,-0.007705647621857992
130.vasp,-0.006838514828118629
131.vasp,-0.006069573770679071
132.vasp,-0.00540202169736818
133.vasp,-0.004830485576501786
134.vasp,-0.00434574393122548
135.vasp,-0.003937296396685497
136.vasp,-0.003594717089136168
137.vasp,-0.003308321646034192
138.vasp,-0.0030694506271693456
139.vasp,0.006748130842067823
140.vasp,-0.0072881355172616695
141.vasp,-0.015643533619082106
142.vasp,-0.020175532196533414
